,Rk,Team,Conf,W-L,AdjEM,AdjO ,AdjD,AdjT,Luck,AdjEM,OppO,OppD,AdjEM
240,241,Bucknell,Pat,12-19,-7.46,95.8,103.3,62.2,+.048,-2.53,101.8,104.3,-1.12
241,242,Nicholls St.,Slnd,10-21,-7.52,94.9,102.4,64.8,-.045,-0.72,102.8,103.5,+7.30
242,243,Western Carolina,SC,10-21,-7.58,98.6,106.1,63.3,-.040,-0.50,104.1,104.6,+1.44
243,244,Texas Pan American,ind,18-13,-7.73,105.5,113.2,62.6,-.005,-9.72,97.8,107.5,-4.81
244,245,Hartford,AE,18-16,-7.73,102.4,110.1,66.5,+.116,-5.23,100.5,105.8,-2.54
245,246,Oregon St.,P10,6-25,-7.91,95.3,103.3,65.1,-.051,+7.87,108.7,100.8,-11.14
246,247,Tennessee Martin,OVC,17-16,-8.10,106.1,114.2,68.1,+.026,-7.99,100.2,108.2,+4.93
247,248,Eastern Washington,BSky,11-19,-8.11,96.3,104.4,64.0,-.032,-2.47,102.5,104.9,+5.02
248,249,Tennessee Tech,OVC,13-19,-8.17,99.9,108.1,69.9,-.086,-7.20,101.1,108.3,+3.02
249,250,Lehigh,Pat,14-15,-8.26,96.6,104.8,64.2,+.025,-6.99,98.8,105.8,-9.38
250,251,Detroit,Horz,7-23,-8.32,100.7,109.0,60.3,-.061,+1.91,104.2,102.3,-0.65
251,252,Georgia St.,CAA,9-21,-8.47,98.3,106.8,62.2,-.016,-2.80,101.4,104.2,-5.32
252,253,Northwestern St.,Slnd,15-18,-8.60,98.5,107.1,72.6,+.090,-2.35,101.0,103.3,+4.81
253,254,San Francisco,WCC,10-21,-8.63,99.1,107.7,65.9,-.042,-0.72,102.9,103.6,+0.65
254,255,VMI,BSth,14-15,-8.65,105.4,114.1,77.7,-.040,-7.36,99.7,107.0,-8.07
255,256,Western Illinois,Sum,12-18,-8.66,98.4,107.1,66.1,+.006,-1.58,104.7,106.3,-0.08
256,257,Drexel,CAA,12-20,-8.68,90.8,99.4,64.4,+.015,-2.48,102.1,104.6,-2.45
257,258,UMKC,Sum,11-21,-8.72,100.0,108.7,65.9,+.011,-0.81,104.4,105.2,+0.84
258,259,San Jose St.,WAC,13-19,-8.83,97.9,106.7,66.7,+.065,-2.39,103.6,106.0,-1.27
259,260,FIU,SB,9-20,-8.94,93.0,102.0,66.3,-.041,-1.33,103.6,104.9,-0.94
260,261,Texas St.,Slnd,13-16,-9.08,100.9,110.0,78.0,+.015,-6.26,98.9,105.2,-8.65
261,262,Columbia,Ivy,14-15,-9.20,97.3,106.5,61.9,+.028,-6.83,99.9,106.8,-4.72
262,263,Chicago St.,ind,11-17,-9.36,102.3,111.6,70.9,+.028,+2.04,105.5,103.4,+6.87
263,264,Army,Pat,14-16,-9.47,89.3,98.8,62.9,+.073,-6.08,100.6,106.7,-9.38
264,265,Colorado St.,MWC,7-25,-9.76,101.8,111.6,63.6,-.043,+4.67,105.0,100.3,+0.88
265,266,Northern Illinois,MAC,6-22,-9.81,96.9,106.7,69.4,-.015,+1.59,103.9,102.3,+4.06
266,267,Cal Poly,BW,12-18,-9.83,95.1,105.0,65.2,+.057,-1.16,103.4,104.5,+3.36
267,268,Portland,WCC,9-22,-9.88,98.9,108.8,62.6,-.046,-1.27,102.1,103.4,-1.45
268,269,Louisiana Monroe,SB,10-21,-10.02,102.1,112.1,65.1,-.031,+1.14,103.8,102.7,+10.35
269,270,Arkansas St.,SB,10-20,-10.29,104.9,115.2,64.1,-.022,-2.61,102.8,105.4,-2.60
270,271,Stetson,ASun,16-16,-10.29,93.7,104.0,64.5,+.069,-8.05,99.4,107.4,-3.53
271,272,Texas A&M Corpus Chris,Slnd,9-20,-10.42,96.7,107.1,63.6,+.020,-2.54,101.6,104.2,+0.98
272,273,Centenary,Sum,10-21,-10.57,99.9,110.5,67.4,+.014,-0.28,104.2,104.4,+1.53
273,274,South Dakota St.,Sum,8-21,-10.66,99.0,109.6,64.5,-.066,-3.37,103.1,106.5,-5.70
274,275,Delaware St.,MEAC,14-16,-11.16,101.3,112.5,55.5,+.039,-6.23,99.3,105.5,+12.36
275,276,New Hampshire,AE,9-20,-11.35,97.2,108.5,65.1,-.050,-6.18,100.9,107.1,-4.43
276,277,Saint Peter's,MAAC,6-24,-11.42,94.8,106.2,67.1,-.050,-3.37,103.0,106.3,-4.80
277,278,Eastern Kentucky,OVC,14-16,-11.48,97.6,109.1,60.0,+.026,-7.78,101.1,108.9,+2.47
278,279,Central Arkansas,Slnd,14-16,-11.66,94.2,105.8,65.1,+.028,-6.19,99.5,105.7,-6.95
279,280,Harvard,Ivy,8-22,-11.73,99.7,111.5,67.0,-.095,-4.91,100.6,105.5,-1.90
280,281,Mercer,ASun,11-19,-11.85,97.6,109.5,70.9,-.046,-8.20,99.6,107.8,-3.75
281,282,UTSA,Slnd,13-17,-11.88,94.6,106.5,63.4,+.063,-2.28,101.5,103.8,+2.44
282,283,SMU,CUSA,10-20,-12.04,95.0,107.0,64.5,+.054,-0.07,103.0,103.0,-10.17
283,284,USC Upstate,ASun,7-23,-12.15,93.7,105.8,63.4,-.062,-1.21,102.9,104.1,+8.17
284,285,Savannah St.,ind,13-18,-12.29,88.1,100.4,66.3,+.050,-3.29,101.9,105.2,-0.55
285,286,Coastal Carolina,BSth,13-15,-12.35,99.1,111.5,63.7,+.097,-5.01,102.5,107.5,-2.71
286,287,Morehead St.,OVC,15-15,-12.64,95.3,107.9,62.6,+.093,-7.16,101.8,109.0,+8.74
287,288,Campbell,ASun,10-20,-12.69,96.1,108.8,68.5,-.051,-7.61,100.7,108.3,-8.83
288,289,Penn,Ivy,13-18,-12.72,96.1,108.8,68.4,+.078,-5.54,100.9,106.5,-2.73
289,290,Norfolk St.,MEAC,16-15,-13.04,97.0,110.0,68.7,+.057,-12.79,95.4,108.2,-7.47
290,291,Furman,SC,7-23,-13.31,95.3,108.6,64.0,+.006,-0.40,104.0,104.4,+0.05
291,292,Idaho,WAC,8-21,-13.40,96.3,109.7,64.2,-.004,-1.81,103.2,105.0,-2.76
292,293,Presbyterian,ind,5-25,-13.62,97.6,111.2,58.5,-.056,+6.20,106.1,99.9,+6.20
293,294,UC Riverside,BW,9-21,-13.65,93.7,107.3,61.8,+.023,-1.52,102.7,104.3,+1.41
294,295,Idaho St.,BSky,12-19,-14.07,95.8,109.9,60.0,+.092,-1.07,103.4,104.5,+7.47
295,296,St. Francis NY,NEC,7-22,-14.19,92.8,107.0,67.4,-.017,-6.30,100.9,107.2,-4.27
296,297,Radford,BSth,10-20,-14.36,95.9,110.2,68.2,+.026,-2.97,103.0,106.0,+0.29
297,298,Coppin St. 16,MEAC,16-21,-14.41,92.4,106.8,62.9,+.065,-7.38,98.1,105.5,+7.87
298,299,Samford,OVC,14-16,-14.41,96.9,111.4,54.6,+.083,-7.81,101.2,109.0,+2.17
299,300,Stony Brook,AE,7-23,-14.60,92.5,107.1,62.4,-.076,-6.84,100.3,107.1,-6.73
300,301,Florida A&M,MEAC,15-17,-14.71,94.3,109.0,65.6,+.075,-9.96,97.0,106.9,+5.87
301,302,Rice,CUSA,3-27,-14.74,86.7,101.5,65.2,-.002,+3.30,105.9,102.6,+2.34
302,303,Fairleigh Dickinson,NEC,8-20,-14.81,99.9,114.7,67.6,-.001,-4.79,100.8,105.6,+2.38
303,304,Long Beach St.,BW,6-25,-14.88,96.3,111.2,62.9,-.082,-3.03,102.2,105.2,-3.44
304,305,Canisius,MAAC,6-25,-15.08,95.0,110.1,64.0,-.065,-1.98,103.2,105.1,-2.19
305,306,Mississippi Valley St. 16,SWAC,17-16,-15.21,91.9,107.1,63.0,+.115,-11.00,96.7,107.7,+13.04
306,307,Florida Gulf Coast,ASun,10-21,-15.29,94.5,109.8,67.5,+.035,-5.51,99.9,105.4,+1.68
307,308,North Carolina A&T,MEAC,15-16,-15.38,96.1,111.5,67.3,+.091,-7.58,98.8,106.4,+12.90
308,309,Monmouth,NEC,7-24,-15.45,93.0,108.5,60.3,-.023,-5.08,101.1,106.2,-1.98
309,310,Southeast Missouri St.,OVC,12-19,-15.56,96.1,111.7,74.4,+.040,-8.03,100.9,108.9,+1.23
310,311,Kennesaw St.,ASun,10-20,-15.60,94.4,110.0,68.2,+.000,-8.52,98.1,106.6,-5.41
311,312,Princeton,Ivy,6-23,-15.68,93.2,108.9,58.8,-.039,-4.37,101.7,106.1,-0.39
312,313,Dartmouth,Ivy,10-18,-15.91,92.4,108.3,64.6,-.000,-7.02,100.0,107.1,-6.17
313,314,Southern,SWAC,11-19,-16.09,90.0,106.1,63.3,-.026,-11.33,96.7,108.0,+7.97
314,315,Jackson St.,SWAC,14-20,-16.17,93.0,109.2,70.0,+.040,-11.87,96.2,108.1,+2.20
315,316,Charleston Southern,BSth,10-20,-16.55,99.1,115.6,68.3,+.004,-4.82,102.1,106.9,-3.55
316,317,South Carolina St.,MEAC,13-20,-16.61,95.5,112.1,70.3,+.057,-10.71,96.9,107.7,-5.12
317,318,Alabama A&M,SWAC,14-15,-16.72,89.4,106.2,68.2,+.012,-14.24,94.6,108.9,+4.87
318,319,St. Francis PA,NEC,6-23,-17.22,97.1,114.3,60.9,-.036,-5.57,100.4,105.9,-0.69
319,320,Cal St. Bakersfield,ind,8-21,-17.31,96.7,114.0,65.2,-.004,-5.85,101.2,107.0,-5.61
320,321,UC Davis,BW,9-22,-17.65,97.9,115.6,62.9,+.012,-2.92,101.9,104.8,-3.36
321,322,Maine,AE,7-23,-17.82,92.6,110.4,66.3,-.034,-5.33,100.5,105.9,-2.59
322,323,Winston Salem St.,ind,12-18,-18.20,89.7,107.9,65.6,+.009,-10.92,96.1,107.0,-10.32
323,324,Bethune Cookman,MEAC,11-21,-18.40,92.1,110.5,57.8,-.010,-12.00,95.8,107.8,-6.51
324,325,Eastern Illinois,OVC,7-22,-18.41,95.7,114.1,61.6,-.024,-8.81,100.1,108.9,-3.89
325,326,Jacksonville St.,OVC,7-22,-18.47,97.4,115.8,67.3,-.081,-10.53,99.1,109.7,-10.29
326,327,Longwood,ind,9-22,-18.61,97.9,116.5,66.5,-.009,-4.68,99.9,104.5,-1.94
327,328,Louisiana Tech,WAC,6-24,-19.10,93.3,112.4,63.2,-.003,-4.94,101.2,106.1,-9.31
328,329,Arkansas Pine Bluff,SWAC,13-18,-19.61,87.7,107.3,62.7,+.025,-13.22,95.3,108.5,+2.98
329,330,The Citadel,SC,6-24,-20.95,94.9,115.9,62.1,-.023,+0.82,104.6,103.8,+4.11
330,331,Prairie View A&M,SWAC,8-22,-21.82,89.8,111.6,69.4,-.014,-10.71,97.0,107.7,+7.80
331,332,Loyola Marymount,WCC,5-26,-22.33,91.2,113.6,68.2,+.066,-0.71,102.0,102.7,-1.57
332,333,Sacramento St.,BSky,4-24,-22.44,90.0,112.4,68.7,+.001,-2.16,103.7,105.8,+5.00
333,334,North Carolina Central,ind,4-26,-23.17,85.3,108.5,68.3,+.032,+5.67,106.6,100.9,+7.81
334,335,Texas Southern,SWAC,7-25,-23.21,88.3,111.5,67.4,+.001,-8.75,97.8,106.6,+6.29
335,336,Howard,MEAC,6-26,-23.29,85.9,109.2,62.6,-.027,-7.55,99.1,106.6,-0.60
336,337,North Florida,ASun,3-26,-23.54,86.3,109.9,64.4,-.061,-5.56,100.0,105.5,+1.95
337,338,Grambling St.,SWAC,7-19,-24.32,90.9,115.2,68.4,+.019,-13.25,94.7,107.9,+11.62
338,339,Alcorn St.,SWAC,7-24,-24.83,93.5,118.3,67.8,+.018,-11.56,96.2,107.7,+1.39
339,340,Maryland Eastern Shore,MEAC,4-28,-28.29,86.1,114.4,67.1,-.004,-8.45,97.8,106.2,+0.24
340,341,NJIT,ind,0-29,-32.79,77.2,110.0,69.7,-.025,-5.53,102.2,107.7,-3.13
